congress,chamber,rollnumber,type_1,type_2,reverse_vote,bill_number,dtl_desc
76,Senate,101,econ,,Y,HJR306,"TO EMEND H.J.RES. 306, BY ESTABLISHING AN EXPORT CONTROL BOARD TO CONTROL THE SHIPMENTS OF FARM EXPORTS TO BELLIGERENTS."
76,Senate,103,econ,,Y,HJR306,"TO AMEND H.J.RES. 306, BY PREVENTING ANYONE IN THE U.S. FROM TRADING IN IMPLEMENTS OF WAR OF ALL KINDS, WHETHER IN PEACE OR WARTIME."
76,Senate,104,gov,national,Y,HJR306,"TO AMEND H.J.RES. 306, BY PROVIDING THAT ""SUBSECTION (A) OF SECTION 10 OF THE GOLD RESERVE ACT OF 1934, AS AMENDED, BY INSERTING THEREIN, IMMEDIATELY AFTER THE FIRST SENTENCE THEREOF, THE FOLLOWING NEW SENTENCE:  THE SECRETARY OF THE TREASURY SHALL NOT AT ANY TIME HOLD CURRENCY, OR BILLS OF EXCHANGE PAYABLE IN THE CURRENCY, OF ANY STATE NAMED IN ANY CURRENTLY EFFECTIVE PROCLAMATION ISSUED UNDER THE AUTHORITY OF SECTION 1 (A) OF THE NEUTRALITY ACT OF 1939, FOR WHICH HE HAS EXPENDED MORE THAN $20,000,000 FROM THE STABILIZATION FUND."""
76,Senate,105,econ,,Y,HJR306,"TO AMEND H.J.RES. 306, BY PROHIBITING ""THE GOVERNMENT OF THE UNITED STATES OR ANY AGENCY THEREOF FROM MAKING ANY LOANS DESIGNED TO FINANCE OR ASSIST THE EXPORT OF GOODS, MATERIALS, OR MERCHANDISE OF ANY KIND TO THE TERRITORY OF ANY FOREIGN GOVERNMENT NAMED IN ANY CURRENTLY EFFECTIVE PROCLAMATION ISSUED UNDER THE AUTHORITY OF SECTION 1 (A) OF THE NEUTRALITY ACT OF 1939."""
76,Senate,106,gov,national,Y,HJR306,"TO AMEND H.J.RES. 306, BY PROVIDING THAT ""DURING ANY WAR IN WHICH THE U.S. IS NEUTRAL IT SHALL BE UNLAWFUL FOR THE ARMED MERCHANT VESSELS OF A BELLIGERENT FOREIGN STATE TO ENTER A PORT OR THE TERRITORIAL WATERS OF THE U.S. OR DEPART THEREFROM EXCEPT UNDER THE SAME CONDITIONS AS OTHER NAVAL SURFACE VESSELS OF BELLIGERENT FOREIGN STATES.  (B) DURING ANY WAR IN WHICH THE U.S. IS NEUTRAL IT SHALL BE UNLAWFUL FOR THE SUBMARINES OF BELLIGERENT FOREIGN STATE TO ENTER A PORT OR THE TERRITORIAL WATERS OF THE U.S. OR TO DEPART THEREFROM EXCEPT UNDER CONDITIONS AND SUBJECT TO SUCH LIMITATIONS AND RESTRICTIONS AS THE PRESIDENT MAY PRESCRIBE OR THE CONGRESS ENACT."""
76,Senate,107,gov,national,Y,HJR306,TO RECONSIDER THE VOTE BY WHICH SENATOR CLARK'S AMENDMENT TO H.J.RES. 306 WAS DEFEATED.  (SEE ROLL CALL 2012)
76,Senate,108,econ,,Y,HJR306,"TO AMEND H.J.RES. 306, BY RESTRAINING SHIPMENTS OF ARMS TO BELLIGERENTS THROUGH NEUTRALS."
76,Senate,109,gov,national,Y,HJR306,"TO AMEND H.J.RES. 306, BY AUTHORIZING CONGRESS, IF IT SO DESIRED, TO SET UP MACHINERY TO MAKE A NATION-WIDE REFERENDUM ON THE QUESTION OF WHETHER OR NOT THE U.S. SHOULD ENTER AN OVERSEAS WAR."
76,Senate,110,econ,,Y,HJR306,"TO AMEND H.J.RES. 306, BY REQUIRING THAT UNDER THE ""CASH AND CARRY"" PROVISION OF THE LAW THAT THE ARTICLES OR MATERIALS PURCHASED BE ""PAID FOR IN FULL IN LAWFUL MONEY OF THE UNITED STATES."""
76,Senate,111,gov,national,Y,HJR306,"TO AMEND H.J.RES. 360, BY ELIMINATING THE CASH AND CARRY PROVISION OF THE ARMS EMBARGO."
76,Senate,112,gov,national,N,HJR306,TO PASS H.J.RES. 306.
76,Senate,124,econ,,Y,S3069,"TO AMEND S. 3069, LOANS TO FINLAND, BY REDUCING AN AUTHORIZED R. F. C. LOAN TO FINLAND FROM $200,000,000 TO $150,000,000."
76,Senate,125,econ,,N,S3069,"TO PASS S. 3069, A BILL TO PROVIDE CERTAIN LOANS TO THE REPUBLIC OF FINLAND BY THE RECONSTRUCTION FINANCE CORPORATION."
76,Senate,157,gov,national,Y,HJR407,"TO AMEND H.J.RES. 407, EXTENSION OF RECIPROCAL TRADE AGREEMENTS ACT, BY ADDING THE FOLLOWING PROVISIONS: ""NO FOREIGN TRADE AGREEMENT HEREAFTER ENTERED INTO UNDER SECTION 1 OF THIS ACT SHALL TAKE EFFECT UNTIL THE SENATE OF THE UNITED STATES SHALL HAVE ADVISED AND CONSENTED TO ITS RATIFICATION, TWO-THIRDS OF THE SENATORS PRESENT CONCURRING."""
76,Senate,158,gov,national,N,HJR407,TO THE TABLE A MOTION TO RECONSIDER THE AMENDMENT TO H.J.RES. 407 OFFERED BY SENATOR PITTMAN WHICH WAS REJECTED. SEE ROLL CALL 3042.
76,Senate,159,gov,national,Y,HJR407,TO AMEND H.J.RES. 407 BY PREVENTING THE REVOCATION OF EXCISE TAXES IN CONIUNCTION WITH RECIPROCAL TRADE AGREEMENT.
76,Senate,160,econ,,Y,HJR407,TO AMEND H.J.RES. 407 BY CREATING AN EXPORT-IMPORT CONTROL BOARD TO REGULATE FOREIGN TRADE WITH BOTH BELLIGERENTS AND NEUTRALS.
76,Senate,163,gov,national,Y,HJR407,"TO AMEND H.J.RES. 407 BY ADDING THE PROVISION THAT ""NO FOREIGN TRADE AGREEMENT HEREAFTER ENTERED INTO UNDER SECTION 1 OF THIS ACT SHALL TAKE OFFECT UNTIL SUCH AGREEMENT SHALL HAVE BEEN APPROVED BY THE SENATE OF THE UNITED STATES."""
76,Senate,164,gov,national,Y,HJR407,"TO AMEND H.J.RES. 407 BY ADDING THE FOLLOWING ""PROVIDED, THAT NO COMMODITY OR ARTICLE SHALL BE INCLUDED IN ANY FOREIGN-TRADE AGREEMENT ENTERED INTO WHICH PERMITS THE ENTRY INTO AMERICAN MARKETS OF PRODUCTS OF WORKERS, FARMERS, OR MINERS OF FOREIGN COUNTRIES AT TOTAL LANDED COSTS, ALL TARIFF DUTIES PAID, WHICH TOTAL COSTS ARE LESS THAN THE COST OF PRODUCTION OR WHOLESALE SELLING PRICE OF COMPETITIVE PRODUCTS OF AMERICAN WORKERS, MINERS, OR FARMERS WHERE SUCH AMERICAN PRODUCTS ARE COMMERCIALLY AVAILABLE."""
76,Senate,165,gov,national,Y,HJR407,"TO AMEND H.J.RES. 407 BY PROVIDING THAT BEFORE ANY TREATY SHALL GO INTO EFFECT IT SHALL BE REFERRED TO THE TARIFF COMMISSION, WHICH SHALL HOLD PUBLIC HEARINGS, AND NO RATE SHALL GO INTO EFFECT UNTIL THE TARIFF COMMISSION HAS CERTIFIED TO THE PRESIDENT THAT THE RATE IS SUFFICIENT TO EQUALIZE THE DIFFERENCE BETWEEN THE COST OF PRODUCTION IN THE UNITED STATES AND THE DELIVERED COST OF THE COMPETING ARTICLE COMING IN FROM ABROAD."
76,Senate,166,gov,national,Y,HJR407,"TO AMEND H.J.RES. 407 CLARIFYING AND EXPANDING THE TERM ""AGRICULTURAL PRODUCTS"" AS SPECIFIED IN THE TRADE AGREEMENTS IN THE BILL."
76,Senate,167,gov,national,Y,HJR407,TO AMEND H.J.RES. 407 BY LIMITING THE TRADE AGREEMENTS TO ONE YEAR RATHER THAN THREE AS PROVIDED IN THE BILL.
76,Senate,169,gov,national,Y,HJR407,"TO AMEND H.J.RES. 407 BY ADDING THE FOLLOWING ""ANY FOREIGN TRADE AGREEMENT HERETOFORE ENTERED INTO UNDER SUCH SECTION 350 WHICH IS APPLICABLE WITH RESPECT TO MANGANESE ORE SHALL BE TERMINATED AT THE EARLIEST DATE POSSIBLE IN ACCORDANCE WITH THE TERMS OF SUCH AGREEMENT, WITH A VIEW TOWARD MODIFYING OR RENEWING SUCH AGREEMENT IN SUCH A MANNER THAT THE DUTIES AND OTHER IMPORT RESTRICTIONS APPLICABLE WITH RESPECT TO MANGANESE ORE WILL BE THOSE SPECIFICALLY PROVIDED FOR IN TITLE 1 OF THE TARIFF ACT OF 1930."""
76,Senate,170,gov,national,N,HJR407,TO PASS H.J.RES. 407.
76,Senate,177,mil,appropriations,Y,HR8438,"TO AMEND H.R. 8438, A BILL MAKING NAVAL APPROPRIATIONS, BY INSURING THAT THE MONEY APPROPRIATED FOR NEW AIRPLANES FOR THE NAVY SHOULD BE DEVOTED ENTIRELY TO ACQUIRING NEW AIRPLANES FOR THE NAVY BEFORE THE END OF THE NEXT FISCAL YEAR."
76,Senate,178,mil,appropriations,N,HR8438,"TO PASS H.R. 8438 A BILL MAKING APPROPRIATIONS FOR THE NAVY DEPARTMENT, FOR 1941."
76,Senate,189,mil,construction,Y,HR9209,"TO AMEND H.R. 9209, A BILL MAKING MILITARY APPROPRIATIONS, BY STRIKING THE FOLLOWING: ""TOWARD THE ACQUISITION OF LANDS, AS AUTHORIZED BY THE ACT OF JULY 26, 1939 (53 STAT. 1123), AS FOLLOWS: FORT BLISS, TEX. (ESTIMATED TO COST $800,000), $500,00; FORT MEADE, S. DAK., $30,720; FORT DIX, N.J., $21,000; IN ALL, $551,720, TO REMAIN AVAILABLE UNTIL JULY 1, 1942."""
76,Senate,190,mil,construction,N,HR9209,"TO AMEND H.R. 9209 BY INSERTING ""FOR THE ACQUISITION OF LAND FOR UTAH GENERAL DEPOT, AS AUTHORIZED BY THE ACT OF JULY 2, 1917, AS AMENDED (50 U.S.C. 171), $213,000 TO REMAIN AVAILABLE UNTIL JUNE 30, 1942."""
76,Senate,191,econ,,Y,HR9209,"TO AMEND H.R. 9209 BY ADDING THE FOLLOWING; ""THAT NO NAVAL AIRCRAFT, THE CONSTRUCTION OF WHICH HAS BEEN OR IS HEREIN AUTHORIZED, SHALL BE RELEASED FOR EXPORT TO ANY FOREIGN NATION UNTIL ONE OF EVERY THREE SUCH AIRCRAFT HEREAFTER PRODUCED SHALL BE DELIVERED TO THE NAVAL AND MILITARY FORCES OF THE UNITED STATES TO BE RETAINED FOR USE IN THE DEFENSE OF THE UNITED STATES, DELIVERIES OF SUCH AIRCRAFT TO BE MADE PURSUANT TO A SCHEDULE TO BE PREPARED BY THE COUNCIL ON NATIONAL DEFENSE."""
76,Senate,192,mil,appropriations,Y,HR9209,"TO AMEND H.R. 9209 BY APPROPRIATING $100,000 FOR EXPENSES OF THE COUNCIL OF NATIONAL DEFENSE."
76,Senate,193,mil,appropriations,N,HR9209,TO PASS H.R. 9209.
76,Senate,194,mil,appropriations,N,HR8438,"TO PASS H.R. 8438 A BILL MAKING APPROPRIATIONS FOR THE NAVY DEPARTMENT AND THE NAVAL SERVICE FOR THE FISCAL YEAR ENDING JUNE 30, 1941."
76,Senate,199,gov,national,Y,S4025,"TO AMEND S. 4025, EXPEDITION IN STRENGTHENING THE NATIONAL DEFENSE, BY PROVIDING FOR THE CREATION OF A COMMISSION OF FIVE, NOT ONLY TO ADVISE THE PRESIDENT, BUT TO ADMINISTER ANY PLAN FOR INDUSTRIAL MOBILIZATION. THE COMMISSION WAS TO BE APPOINTED BY THE PRESIDENT AND TO HOLD OFFICE AT HIS PLEASURE."
76,Senate,200,mil,appropriations,Y,S4025,"TO AMEND S. 4025 BY LIMITING THE AUTHORIZATION OF THE SECRETARY OF WAR TO PROVIDE FOR THE MANUFUCTURE OF MILITARY EQUIPMENT TO ""CRITICAL"" SUPPLIES, AND WOULD HAVE PROVIDED FOR THE STORAGE OF ""NONCRITICAL"" SUPPLIES."
76,Senate,203,mil,draft,N,HJR544,"TO AMEND H.J.RES. 544, APPROPRIATIONS FOR WORK RELIEF AND RELIEF BY GIVING THE PRESIDENT THE AUTHORITY TO AUTHORIZE ""ELEMENTARY MILITARY TRAINING"" IN C.C.C. CAMPS."
76,Senate,223,gov,national,N,NA,CONFIRMATION OF THE NOMINATION OF HENRY L. STIMSON TO BE SECRETARY OF WAR.
76,Senate,226,mil,draft,Y,SJR286,"TO AMEND S.J.RES. 286, BY LIMITING THE SERVICE OF THE MEN BROUGHT INTO THE NATIONAL SERVICE BY THIS ACT TO THE CONTINENTAL UNITED STATES AND OTHER TERRITORIES AND POSSESSIONS OF THE UNITED STATES RATHER THAN TO THE ""WESTERN HEMISPHERE."""
76,Senate,227,mil,draft,Y,SJR286,"TO RECOMMIT S.J.RES. 286 TO THE COMMITTEE ON MILITARY AFFAIRS WITH INSTRUCTIONS TO LIMIT THE SERVICE OF MEN CONSCRIPTED UNDER THIS ACT TO THE ""CONTINENTAL UNITED STATES AND TERRITORIES AND POSSESSIONS OF THE UNITED STATES."""
76,Senate,228,mil,draft,N,SJR286,"TO PASS S.J.RES. 286, AUTHORIZING THE PRESIDENT TO ORDER MEMBERS AND UNITS OF RESERVE COMPONENTS AND RETIRED PERSONNEL OF THE REGULAR ARMY INTO ACTIVE MILITARY SERVICE."
76,Senate,230,gov,national,N,S4164,"TO DECIDE A POINT OF ORDER RAISED AGAINST AN AMENDMENT TO S.4164 WHICH WOULD HAVE AUTHORIZED THE PRESIDENT IN A NATIONAL EMERGENCY TO ""DRAFT CAPITAL.""  IT WAS ARGUED THAT THIS WAS A REVENUE MEASURE WHICH MUST ORIGINATE IN THE HOUSE."
76,Senate,231,mil,draft,Y,S4164,"TO AMEND S. 4164 BY REDUCING THE AGE RANGE WITHIN WHICH SELECTIONS ARE TO BE MADE FROM THE RANGE OF 21 TO 31 IN THE BILL, TO THE RANGE OF 21 TO 25."
76,Senate,233,mil,draft,Y,S4164,"TO AMEND S. 4164 BY ADDING THE FOLLOWING:  ""PERSONS INDUCTED INTO THE LAND OR NAVAL FORCES OF THE UNITED STATES FOR TRAINING AND SERVICE UNDER THIS ACT SHALL NOT IN TIMES OF PEACE BE EMPLOYED BEYOND THE LIMITS OF THE CONTINENTAL UNITED STATES AND THE TERRITORIES AND POSSESSIONS OF THE UNITED STATES."""
76,Senate,234,mil,draft,Y,S4164,"TO AMEND S. 4164 BY ADDING THE FOLLOWING:  ""PERSONS INDUCTED INTO THE LAND FORCES OF THE UNITED STATES PURSUANT TO THIS ACT SHALL NOT BE EMPLOYED BEYOND THE LIMITS OF THE WESTERN HEMISPHERE EXCEPT IN THE TERRITORIES AND POSSESSIONS OF THE UNITED STATES, INCLUDING THE PHILIPPINE ISLANDS."""
76,Senate,235,mil,draft,Y,S4164,"TO AMEND S. 4164 BY ADDING THE FOLLOWING:  ""THAT NO PERSON SHALL BE INDUCTED INTO THE LAND OR NAVAL FORCES OF THE UNITED STATES UNDER THIS ACT, EXCEPT PURSUANT TO VOLUNTARY INLISTMENT, UNLESS AND UNTIL THE CONGRESS SHALL HAVE DECLARED THAT A STATE OF WAR EXISTS, OR HAS DECLARED THAT UNITED STATES IS THREATENED WITH INVASION."""
76,Senate,236,mil,draft,Y,S4164,TO AMEND S. 4164 BY SUBSTITUTING A VOLUNTARY SYSTEM OF MILITARY TRAINING IN LIEU OF THE COMPULSORY SYSTEM UNDER THE ACT.
76,Senate,237,mil,draft,Y,S4164,TO AMEND S. 4164 BY PROHIBITING THE PRESIDENT FROM INDUCTING PERSONS UNDER THIS ACT UNTIL THE CONGRESS DECLARES A NATIONAL EMERGENCY.
76,Senate,238,gov,national,N,S4164,"TO AMEND S. 4164 BY STRIKING THE PROVISO WHICH PERMITS THE SECRETARY OF THE NAVY TO FIX THE COMPENSATION OF THE OWNER OF THE PLANT, PROVIDES FOR THE INSTITUTION OF CONDEMNATION PROCEEDINGS UNDER EXISTING LAW, AND GIVES THE SECRETARY OF WAR IN THE CASE OF WAR DEPARTMENT CONTRACTS THE RIGHT TO ENTER INTO POSSESSION OF THE PROPERTY UPON THE FILING OF THE CONDEMNATION PROCEEDINGS."
76,Senate,239,mil,draft,N,S4164,"TO AMEND S. 4164 BY GIVING THE PRESIDENT THE AUTHORITY IMMEDIATELY UPON THE PASSAGE OF S. 4164 TO ISSUE A CALL FOR 400,000 VOLUNTEERS.  CALLS FOR 400,000 VOLUNTEERS WOULD ALSO BE ISSUED ON JANUARY 1, 1941 AND APRIL 1, 1941, AND THE DRAFT WOULD NOT GO INTO EFFECT AS LONG AS THE CALLS FOR VOLUNTEERS WERE MET."
76,Senate,241,mil,draft,Y,S4164,"TO AMEND S. 4164 BY DEFERRING CONSCRIPTION UNTIL JANUARY 1, 1941, WHILE A CAMPAIGN FOR VOLUNTEERS PROCEEDS UNDER PRESIDENTIAL PROCLAMATION."
76,Senate,242,mil,draft,N,S4164,TO PASS S. 4164.
76,Senate,251,mil,draft,N,S4164,TO AGREE TO CONFERENCE REPORT ON S. 4164.
77,House,2,mil,appropriations,N,HR1437,"TO PASS H.R. 437, A BILL MAKING SUPPLEMENTAL NAVAL APPROPRATIONS."
77,House,5,gov,national,Y,HR1776,"TO RECOMMIT H.R. 1176, A BILL TO PROMOTE THE DEFENSE OF THE UNITED STATES (LEND-LEASE), WITH INSTRUCTIONS TO LIMIT TO $2 BILLION THE AMOUNT OF CREDIT EXTENDED TO GREAT BRITAIN TO PURCHASE DEFENSE ARTICLES IN THE U.S. AND WOULD REQUIRE COLLATERAL SECURITY WHEREVER AVAILABLE."
77,House,6,gov,national,N,HR1776,"TO PASS H.R. 1776, A BILL TO PROMOTE THE DEFENSE OF THE UNITED STATES (LEND-LEASE BILL)."
77,House,12,gov,national,N,HRE131,"TO PASS H. RES. 131, PROVIDING THAT H.R. 1776, WITH SENATE AMENDMENTS THERETO, BE TAKEN FROM THE SPEAKER'S TABLE TO THE END THAT ALL SENATE AMENDMENTS BE AGREED TO."
77,House,14,mil,,Y,HR4050,"TO RECOMMIT H.R. 4050, DEFENSE AID SUPPLEMENTAL APPROPRIATION BILL, (APPROPRIATIONS FOR LEND-LEASE), WITH INSTRUCTIONS REQUIRING THAT THE APPROPRIATIONS MADE UNDER H.R. 4050 NOT BE USED FOT THE PLACEMENT OF FACILITIES, AQUISITION OF SITES, MANUFACTURE OF DEFENSE ARTICLES, OR COMPENSATION FOR PROCUREMENT OR MANUFACTURE THEREOF OUTSIDE THE BOUNDARIES OF THE U.S. OR CANAL ZONE AND THAT NO FUNDS GIVEN UNDER H.R. 4050 BE MADE AVAILABLE TO FOREIGN GOVERNMENTS WITHOUT REIMBURSEMENT IN PROPERTY, IF AVAILABLE, AS COLLATERAL."
77,House,15,econ,,N,HR4050,"TO PASS H.R. 4050, DEFENSE AID SUPPLEMENTAL APPROPRIATION BILL, 1941, (APPROPRIATION FOR LEND-LEASE)."
77,House,16,mil,appropriations,N,HR4124,"TO PASS H.R. 4124, FIFTH SUPPLEMENTAL NATIONAL-DEFENSE APPROPRIATION BILL, FOR REMAINDER OF FISCAL 1941."
77,House,25,gov,national,Y,HR4466,"TO RECOMMIT H.R. 4466, A BILL AUTHORIZING THE ACQUISITION OF DOMESTIC AND FOREIGN MERCHANT VESSELS, WITH INSTRUCTIONS PROVIDING THAT FLAGSHIPS OF BELLIGERENT NATIONS TAKEN UNDER THIS ACT SHALL NOT BE TURNED OVER TO ANY BELLIGERENT NATION."
77,House,26,gov,national,N,HR4466,"TO PASS H.R. 4466, AUTHORIZING THE ACQUISITION OF DOMESTIC AND FOREIGN MERCHANT VESSELS."
77,House,35,gov,national,Y,HR4965,"TO AMEND H.R. 4965, APPROPRIATIONS FOR THE MILITARY ESTABLISHMENT, 1942, BY PROHIBITING THE USE OF COST-PLUS-AFIXED-FEE METHOD OF CONTRACTING AS A BASIS FOR THE CONSTRUCTION OF FACILITIES AUTHORIZED IN H.R. 4965."
77,House,36,mil,appropriations,N,HR4965,"TO PASS H.R. 4965, APPROPRIATIONS FOR THE MILITARY ESTABLISHMENT FOR 1942."
77,House,50,mil,draft,Y,HRE243,"TO PASS H. RES. 243, RULE FOR CONSIDERATION OF S. 1524, A BILL PROVIDING FOR DEFERMENT OF MEN BY AGE GROUP UNDER THE SELECTIVE SERVICE ACT OF 1940."
77,House,51,gov,national,N,S1524,"TO AMEND S. 1524, BY STRIKING SECTION 2, WHICH COMPELS INDUSTRIES INVOLVED IN NATIONAL DEFENSE TO SUBMIT LABOR DISPUTES TO THE ARBITRATION OF THE CONCILIATION AND MEDIATION BOARDS."
77,House,52,gov,national,N,S1524,"TO AMEND S. 1524, BY STRIKING LANGUAGE WHICH REQUIRES THE PRESIDENT TO SEIZE AND OPERATE ANY PLANT WHERE STRIKES, SUBVERSIVE ELEMENTS OR OTHERWISE HAVE HINDERED PRODUCTION VITAL TO THE NATIONAL DEFENSE AND AUTHORIZES THE PRESIDENT TO PREVENT VIOLENT DEMONSTRATIONS AND TO INSURE THE RIGHT TO WORK OF ANY CITIZEN."
77,House,53,mil,draft,Y,S1524,"TO PASS S. 1524, LOWERING THE DRAFT-ELIGIBLE AGE FROM 35 TO 28."
77,House,60,gov,national,N,S1579,"TO PASS S. 1579, AUTHORIZING THE PRESIDENT OF THE UNITED STATES TO REQUISITION SUCH PROPERTY AS MAY BE REQUIRED FOR THE DEFENSE OF THE UNITED STATES."
77,House,62,mil,draft,Y,HJR222,"TO RECOMMIT H.J. RES. 222, AMENDMENT TO THE SELECTIVE TRAINING AND SERVICE ACT, WITH INSTRUCTIONS DIRECTING THE COMMITTEE ON MILITARY AFFAIRS TO REPORT THE BILL FORTHWITH WITH EVERYTHING AFTER THE ENACTING CLAUSE STRUCK."
77,House,63,mil,draft,N,HJR222,"TO PASS H.J. RES. 222, AMENDMENT TO THE SELECTIVE SERVICE AND TRAINING ACT, EXTENDING THE TERM OF SERVICE IN THE NATIONAL GUARD RESERVE FORCES, AND REGULAR ARMY FOR SUCH TIME AS MAY BE NEEDED."
77,House,66,mil,appropriations,N,HR5788,"TO PASS H.R. 5788, SECOND SUPPLEMENTAL NATIONAL-DEFENSE APPROPRIATION BILL."
77,House,67,gov,national,Y,HJR237,"TO RECOMMIT H.J. RES. 237, A RESOLUTION AMENDING THE NEUTRALITY ACT OF 1939, TO THE FOREIGN AFFAIRS COMMITTEE FOR FURTHER HEARINGS."
77,House,68,gov,national,N,HJR237,"TO PASS H.J. RES. 237, A RESOLUTION AMENDING THE NEUTRALITY ACT OF 1939, BY PERMITTING THE ARMING OF MERCHANT VESSELS."
77,House,70,gov,national,N,HJR237,"TO CONCUR IN SENATE AMENDMENT TO H.J. RES. 237, A RESOLUTION AMENDING THE NEUTRALITY ACT OF 1939.  THE SENATE AMENDMENT TO H.J. RES. 237 AUTHORIZES THE ENTRY OF U.S. MERCHANT SHIPS INTO BELLIGERENT PORTS."
77,House,73,gov,national,Y,HR4139,"TO AMEND H.R. 4139, THE ""VINSON ANTI-STRIKE BILL"", BY REQUESTING THAT IN INDUSTRIES VITAL TO THE NATIONAL DEFENSE, THE PRESENT SYSTEMS OF OPEN AND CLOSED SHOPS SHALL REMAIN IN EFFECT, OUTLAWING JURSDICTIONAL AND SYMPATHY STRIKES AND BOYCOTTS, PROHIBITING VIOLENCE DURING STRIKES, INSURING SECRET BALLOT IN STRIKE ELECTIONS, AND REQUIRING REGISTRATION AND ACCOUNTING OF FUNDS OF ALL LABOR UNIONS."
77,House,75,mil,appropriations,Y,HR6159,"TO RECOMMIT H.R. 6159, NATIONAL DEFENSE SUPPLEMENTAL APPROPRIATION BILL, WITH INSTRUCTIONS TO STRIKE ALL OF SECTION II."
77,House,76,mil,appropriations,N,HR6159,"TO PASS H.R. 6159, NATIONAL DEFENSE SUPPLEMENTAL APPROPRIATION BILL."
77,House,77.5,gov,national,N,HJR254,"TO SUSPEND THE RULES AND PASS H.J. RES. 254, DECLARING THAT A STATE OF WAR FORMALLY EXISTS BETWEEN THE U.S. AND THE IMPERIAL GOVERNMENT OF JAPAN."
77,House,78,gov,national,N,HJR256,"TO SUSPEND THE RULES AND PASS H.J. RES. 256, DECLARING THAT A STATE OF WAR EXISTS BETWEEN THE U.S. AND THE GOVERNMENT OF GERMANY."
77,House,79,gov,national,N,SJR120,"TO SUSPEND THE RULES AND PASS S.J. RES. 120, DECLARING THAT A STATE OF WAR EXISTS BETWEEN THE U.S. AND THE GOVERNMENT OF ITALY."
77,House,87,gov,national,N,S1936,TO AGREE TO THE CONFERENCE REPORT ON S. 1936.
77,House,88,mil,appropriations,N,HR6448,"TO PASS H.R. 6448, FOURTH SUPPLEMENTAL NATIONAL DEFENSE APPROPRIATION BILL."
77,House,91,mil,appropriations,N,HR6460,"TO PASS H.R. 6460, NAVAL APPROPRIATION BILL, 1943."
77,House,95,mil,appropriations,N,HR6611,"TO PASS H.R. 6611, THE FIFTH SUPPLEMENTAL NATIONAL DEFENSE APPROPRIATION BILL."
77,House,100,gov,national,N,S2208,"TO AGREE TO S. 2208, SECOND WAR POWERS BILL."
77,House,101,mil,,N,HR6293,"TO PASS H.R. 6293, ESTABLISHING A WOMEN'S ARMY AUXILIARY CORPS."
77,House,111,gov,national,N,S2250,"TO PASS S. 2505, A BILL TO MOBILIZE THE PRODUCTIVE FACILITIES OF SMALL BUSINESS FOR THE WAR EFFORT."
77,House,115,gov,national,N,HJR319,"TO SUSPEND THE RULES AND PASS H.J. RES. 319, DECLARING THAT A STATE OF WAR EXISTS BETWEEN THE UNITED STATES AND THE GOVERNMENT OF BULGARIA."
77,House,116,gov,national,N,HJR320,TO SUSPEND THE RULES AND PASS H.J. RES. 320 DECLARING THAT A STATE OF WAR EXISTS BETWEEN THE UNITED STATES AND THE GOVERNMENT OF HUNGARY.
77,House,117,gov,national,N,HJR321,TO SUSPEND THE RULES AND PASS H.J. RES. 321 DECLARING THAT A STATE OF WAR EXISTS BETWEEN THE UNITED STATES AND THE GOVERNMENT OF RUMANIA.
77,House,127,mil,appropriations,N,HR7184,"TO PASS H.R. 7184, AUTHORIZING FUNDS AND PROGRAMS FOR THE CONSTRUCTION OF NAVAL VESSELS DESIGNED TO INCREASE THE SIZE OF THE NAVY BY 2,000,000 TONS."
77,House,129,mil,appropriations,N,HR7280,"TO PASS H.R. 7280, THE MILITARY ESTABLISHMENT APPROPRIATION BILL."
77,House,151,mil,draft,N,HR7528,"TO PASS H.R. 7528, LEAVING THE DRAFT AGE TO 18."
77,Senate,2,gov,national,Y,HR1776,"TO AMEND H.R. 1776, A BILL TO PROMOTE, BY ADDING, ""WITHOUT THE CONSENT OF THE CONGRESS, NO DEFENSE ARTICLE WHICH MAY BE DISPOSED OF UNDER SECTION 3 OF THIS ACT SHALL HEREAFTER BE DELIVERED OR CONVOYED BY THE LAND, NAVAL, OR AIR FORCES OF THE UNITED STATES, EXCEPT TO POINTS IN OR ADJACENT TO THE AMERICAS OR TO POINTS SUBJECT TO THE JURISDICTION OF THE UNITED STATES."""
77,Senate,3,gov,national,Y,HR1776,"TO AMEND H.R. 1776, BY ADDING, ""EXCEPT IN TIME OF WAR, NO FUNDS HERETOFORE OR HEREAFTER APPROPRIATED SHALL BE AVAILABLE TO COMPENSATE, MAINTAIN, SUPPLY, OR EQUIP (1) ANY OFFICER OR ENLISTED MAN OF THE LAND FORCES OF THE U. S. WHO IS EMPLOYED OR USED IN ANY CAPACITY, OTHER THAN IN THE CAPACITY OF A MILITARY OBSERVER, MILITARY ATTACHE OR OTHER SIMILAR NONCOMBATANT CAPACITY, IN ANY PLACE BEYOND THE LIMITS OF THE WESTERN HEMISPHERE, EXCEPT IN THE TERRITORIES AND POSSESSIONS OF THE UNITED STATES, INCLUDING THE PHILIPPINE ISLANDS, OR (2) ANY OFFICER OR ENLISTED MAN OF THE NAVAL FORCES OF THE UNITED STATES WHO IS EMPLOYED OR USED IN ANY CAPACITY IN OR OVER ANY COMBAT AREA DEFINED BY ANY CURRENTLY EFFECTIVE PROCLAMATION OF THE PRESIDENT ISSUED UNDER THE AUTHORITY OF SECTION 3 OF THE NEUTRALITY ACT OF 1939."""
